The Velvet Rage: Overcoming the Pain of Growing Up Gay in a Straight Man's World  Second Edition,Biographies & Memoirs,5-Jun-12,by Alan Downs,Paperback,12.32,15.99,4.6,https://www.amazon.com/s/ref=sr_pg_40?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=40&ie=UTF8&qid=1518105097
Travels with Charley in Search of America,Biographies & Memoirs,31-Jan-80,by John Steinbeck,Paperback,9.6,13,4.5,https://www.amazon.com/s/ref=sr_pg_40?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=40&ie=UTF8&qid=1518105097
The Autobiography of Benjamin Franklin (Dover Thrift Editions),Biographies & Memoirs,7-Jun-96,by Benjamin Franklin,Paperback,4,6.99,4.2,https://www.amazon.com/s/ref=sr_pg_40?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=40&ie=UTF8&qid=1518105097
Elizabeth the Queen: The Life of a Modern Monarch,Biographies & Memoirs,30-Oct-12,by Sally Bedell Smith,Paperback,9.6,20,4.3,https://www.amazon.com/s/ref=sr_pg_40?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=40&ie=UTF8&qid=1518105097
The Big Book of Serial Killers,Biographies & Memoirs,19-Jun-17,by Jack Rosewood,Paperback,17.06,18.95,4.4,https://www.amazon.com/s/ref=sr_pg_40?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=40&ie=UTF8&qid=1518105097
Belichick and Brady: Two Men  the Patriots  and How They Revolutionized Football,Biographies & Memoirs,5-Sep-17,by Michael Holley,Paperback,10.1,16,4.5,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
American Fire: Love  Arson  and Life in a Vanishing Land,Biographies & Memoirs,11-Jul-17,by Monica Hesse,Hardcover,14.71,26.95,4.4,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
An Invisible Thread: The True Story of an 11-Year-Old Panhandler  a By Sales Executive  and an Unlikely Meeting with Destiny,Biographies & Memoirs,7-Aug-12,by Laura Schroff and Alex Tresniowski,Paperback,9.67,15.99,4.6,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
How to Fail at Almost Everything and Still Win Big: Kind of the Story of My Life,Biographies & Memoirs,30-Dec-14,by Scott Adams,Paperback,13.6,17,4.6,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
Stalling for Time: My Life as an FBI Hostage Negotiator,Biographies & Memoirs,2-Jan-18,by Gary Noesner,Paperback,11.59,17,4.7,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
The Tale of Peter Rabbit,Biographies & Memoirs,16-Sep-02,by Beatrix Potter,Hardcover,6.99,,4.2,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
Secrets: A Memoir of Vietnam and the Pentagon Papers,Biographies & Memoirs,30-Sep-03,by Daniel Ellsberg,Paperback,9.6,20,4.4,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
The First Major: The Inside Story of the 2016 Ryder Cup,Biographies & Memoirs,24-Oct-17,by John Feinstein,Hardcover,17.88,28.95,4.5,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
Jes: A Pilgrimage,Biographies & Memoirs,2-Feb-16,by James Martin,Paperback,12.31,17.99,4.8,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
Shrill,Biographies & Memoirs,28-Feb-17,by Lindy West,Paperback,10.65,16,4.4,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
Be Safe  Love Mom: A Military Mom's Stories of Courage  Comfort  and Surviving Life on the Home Front,Biographies & Memoirs,5-Apr-16,by Elaine Lowry Brye and Nan Gatewood Satter,Paperback,10.87,15.99,4.8,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
American Radical: Inside the World of an Undercover Mlim FBI Agent,Biographies & Memoirs,23-Oct-17,by Tamer Elnoury and Kevin Maurer,Hardcover,16.17,28,4.6,https://www.amazon.com/s/ref=sr_pg_41?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=41&ie=UTF8&qid=1518105118
Chibi Animals: A Cute Coloring Book with Fun  Simple  and Adorable Animal Drawings (Perfect for Beginners and Animal Lovers),Arts & Photography,25-Feb-17,by Jade Summer,Paperback,6.5,,4.6,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Butterfly Garden: Beautiful Butterflies and Flowers Patterns For Relaxation  Fun  and Stress Relief  Vol. 10 (Adult Coloring Books - Art Therapy for The Mind) (Volume 11),Arts & Photography,11-Feb-16,by Broderick S Johnson,Paperback,5.39,,4.3,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
NIV Beautiful Word Coloring Bible for Girls  Hardcover  Teal: Hundreds of Verses to Color,Arts & Photography,3-Oct-17,by Zondervan,Hardcover,21.43,34.99,4.5,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Perceiving the Arts: An Introduction to the Humanities (11th Edition),Arts & Photography,23-Jan-14,by Dennis J. Sporre,Paperback,53.58,,3.9,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Film Art: An Introduction,Arts & Photography,6-Jul-12,by David Bordwell and Kristin Thompson,Paperback,68.96,,3.8,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Directing Actors: Creating Memorable Performances for Film & Television,Arts & Photography,Jul-99,by Judith Weston,Paperback,16.07,29.95,4.5,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Picture This: How Pictures Work,Arts & Photography,16-Aug-16,by Molly Bang,Paperback,15.63,22.99,4.4,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Things Are What You Make of Them: Life Advice for Creatives,Arts & Photography,3-Oct-17,by Adam J. Kurtz and Grace Bonney,Paperback,11.67,14,4.8,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Nurse Life: A Snarky Adult Coloring Book: A Unique & Funny Antistress Coloring Gift for Nurse Practitioners  Nursing Students & Registered Nurses ... Stress Relief & Mindful Meditation),Arts & Photography,8-May-16,by Papeterie Bleu,Paperback,8.09,,4.7,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Persuasion: Reception and Responsibility,Arts & Photography,27-Jan-12,by Charles U. Larson,Paperback,148.39,199.95,3.3,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
"She Believed She Could So She Did: Bullet Grid Journal  150 Dot Grid Pages  8""x10""  Professionally Designed",Arts & Photography,5-Mar-17,by Creative Notebooks,Paperback,8.99,,4.5,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Adult Piano Adventures All-in-One Lesson Book 2: Book/Online Audio,Arts & Photography,1-Jan-03,by Nancy Faber and Randall Faber,Spiral-bound,16.02,19.99,4.9,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Neural Networks,Arts & Photography,7-Dec-16,by RAGHAVA SHANKAR and SRIKANTH RC CHERUKUPALLI-M.TECH,Paperback,14.95,,3.9,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
The Truth Hunters: The Truth Will Set You Free,Arts & Photography,8-Feb-17,by Peggy Lee Sprague,Paperback,12.99,,4.8,https://www.amazon.com/s/ref=sr_pg_52?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=52&d=1&keywords=book&ie=UTF8&qid=1518105108
Brh Pen Lettering: A Step-by-Step Workbook for Learning Decorative Scripts and Creating Inspired Styles,Arts & Photography,30-Jun-17,by Grace Song,Paperback,11.52,16.95,4.6,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Paint by Sticker: Mic Icons: Re-create 12 Classic Photographs One Sticker at a Time!,Arts & Photography,27-Jun-17,by Workman Publishing,Paperback,11.96,14.95,4.7,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Living with Pattern: Color  Texture  and Print at Home,Arts & Photography,30-Aug-16,by Rebecca Atwood,Hardcover,22.09,32.5,4.7,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
The Secret History of Twin Peaks: A Novel,Arts & Photography,18-Oct-16,by Mark Frost,Hardcover,19.86,29.99,4.4,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
The Diary of Frida Kahlo: An Intimate Self-Portrait,Arts & Photography,9-Aug-05,by Carlos Fuentes,Hardcover,18.49,24.95,4.7,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Mandala Stones: 50 Inspirational Designs to Paint,Arts & Photography,20-Jun-17,by Natasha Alexander,Paperback,12.48,21.99,4.9,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Star Wars: Book of Sith,Arts & Photography,16-Apr-13,by Daniel Wallace,Hardcover,12.98,19.95,4.7,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Adult Activity Book: An Adult Activity Book Featuring Coloring  Sudoku  Word Search And Dot-To-Dot,Arts & Photography,5-Jan-16,by Adult Activity Book,Paperback,7.99,9.99,4,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Magicians of the Gods: Updated and Expanded Edition - Sequel to the International Bestseller Fingerprints of the Gods,Arts & Photography,31-Jan-17,by Graham Hancock,Paperback,11.01,17.99,4.5,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
The Story of Art,Arts & Photography,9-Apr-95,by E.H. Gombrich,Paperback,23.66,44.95,4.4,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
The Beatles Complete Chord Songbook,Arts & Photography,1-Feb-00,by The Beatles,Paperback,16.18,24.99,4.5,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Speech Science Primer: Physiology  Acotics  and Perception of Speech,Arts & Photography,2-Mar-11,by Lawrence J. Raphael PhD and Gloria J. Borden PhD,Paperback,58.62,112.99,3.9,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Rogue Starship: The Benevolency Universe (Outworld Ranger) (Volume 1),Arts & Photography,5-May-17,by David Alastair Hayden,Paperback,14.99,,4.6,https://www.amazon.com/s/ref=sr_pg_53?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=53&d=1&keywords=book&ie=UTF8&qid=1518105129
Art and Queer Culture,History & Criticism,2-Apr-13,by Catherine Lord and Richard Meyer,Hardcover,52.26,75,4.7,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
African-American Art: A Visual and Cultural History,History & Criticism,11-Feb-16,by Lisa Farrington,Paperback,69.91,,4.2,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
7000 Years of Jewelry,History & Criticism,12-Sep-08,by Hugh Tait,Paperback,35,,4.7,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
The Art of the Erotic,History & Criticism,2-Oct-17,by Phaidon Editors and Rowan Pelling,Hardcover,55.72,79.95,4.6,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
Comics and Sequential Art: Principles and Practices from the Legendary Cartoonist (Will Eisner Instructional Books),History & Criticism,17-Aug-08,by Will Eisner,Paperback,17.55,23.95,4.6,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
Natasha's Dance: A Cultural History of Rsia,History & Criticism,17-Oct-03,by Orlando Figes,Paperback,14.82,28,4.5,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
The Art of My Little Pony: The Movie,History & Criticism,29-Aug-17,by Hasbro and Rebecca Dart,Hardcover,25.46,39.99,4.9,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
Encatic Art: The Complete Guide to Creating Fine Art with Wax,History & Criticism,10-Aug-10,by Lissa Rankin,Paperback,23.19,29.99,4.7,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
S. Petersen's Field Guide to Lovecraftian Horrors: A Field Observer's Handbook of Preternatural Entities and Beings from Beyond the Wall of Sleep (Call of Cthulhu Roleplaying),History & Criticism,16-May-16,by Sandy Petersen and Lynn Willis,Hardcover,31.88,34.95,4.3,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
Alternative Kilns & Firing Techniques: Raku * Saggar * Pit * Barrel (A Lark Ceramics Book),History & Criticism,28-Sep-06,by James C. Watkins and Paul Andrew Wandless,Paperback,12.74,14.95,4.6,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
Degas 2018 Wall Calendar,History & Criticism,8-Aug-17,by The Metropolitan Meum of Art,Calendar,3.64,14.99,0,https://www.amazon.com/s/ref=sr_pg_46?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=46&keywords=book&ie=UTF8&qid=1518105140
March: Book Two,Biographies & Memoirs,20-Jan-15,by John Lewis and Andrew Aydin,Paperback,12.45,19.95,4.7,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Reminiscences of a Stock Operator,Biographies & Memoirs,17-Jan-06,by Edwin  Lef¨¨vre and Roger Lowenstein,Paperback,15.6,22.95,4.5,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
A Long Way Home: A Memoir,Biographies & Memoirs,2-Jun-15,by Saroo Brierley,Paperback,7.68,16,4.7,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
The Dirt: Confessions of the World's Most Notorio Rock Band,Biographies & Memoirs,9-Jul-02,by Tommy Lee and Vince Neil,Paperback,11.59,19.99,4.6,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life and the Unique Child Who Became Theodore Roosevelt,Biographies & Memoirs,12-May-82,by David McCullough,Paperback,6.93,17.95,4.4,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Lone Survivor: The Eyewitness Account of Operation Redwing and the Lost Heroes of SEAL Team 10,Biographies & Memoirs,19-Nov-13,by Marc Luttrell and Patrick Robinson,Mass Market Paperback,4.37,9,4.8,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Wallis in Love: The Untold Life of the Duchess of Windsor  the Woman Who Changed the Monarchy,Biographies & Memoirs,13-Feb-18,by Andrew Morton,Hardcover,18.3,28,3.8,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Orange Is the New Black: My Year in a Women's Prison,Biographies & Memoirs,8-Mar-11,by Piper Kerman,Paperback,7.68,16,4.1,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
The Girls of Atomic City: The Untold Story of the Women Who Helped Win World War II,Biographies & Memoirs,11-Mar-14,by Denise Kiernan,Paperback,6.76,17,4.2,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Wooden on Leadership: How to Create a Winning Organization,Biographies & Memoirs,26-Apr-05,by John Wooden and Steve Jamison,Hardcover,13.38,30,4.7,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Look Me in the Eye: My Life with Asperger's,Biographies & Memoirs,9-Sep-08,by John Elder Robison,Paperback,9.39,16,4.6,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Lenin: The Man  the Dictator  and the Master of Terror,Biographies & Memoirs,7-Nov-17,by Victor Sebestyen,Hardcover,20.57,35,4.5,https://www.amazon.com/s/ref=sr_pg_42?rh=n%3A283155%2Cn%3A%211000%2Cn%3A2&page=42&ie=UTF8&qid=1518105138
Essential Elements 2000: Book 1 (Flute),Arts & Photography,1-Jun-99,by Hal Leonard Corp.,Paperback,9.97,,4.5,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Gardner's Art through the Ages: A Global History  Vol. 1  14th Edition,Arts & Photography,1-Jan-12,by Fred S. Kleiner,Paperback,13.49,,4.2,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Mic Biness Handbook and Career Guide,Arts & Photography,4-Feb-16,by David Baskerville and Timothy Baskerville,Paperback,29.48,,4.7,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
The Art of Theatre: Then and Now,Arts & Photography,1-Jan-17,by William Missouri Downs and Wright,Paperback,31.33,,5,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Kaleidoscope Wonders: Color Art for Everyone,Arts & Photography,15-Aug-15,by Leisure Arts and The Guild of Master Craftsman Publications Ltd.,Paperback,5.47,,4.7,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
kate spade new york: all in good taste,Arts & Photography,27-Oct-15,by Kate Spade New York,Hardcover,19.92,27.5,4.6,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Schaum Note Spellers Book 1 (Schaum Method Supplement),Arts & Photography,1-Sep-96,by John W. Schaum,Paperback,7.02,,4.6,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Progressive Steps to Syncopation for the Modern Drummer (Ted Reed Publications),Arts & Photography,1-Dec-96,by Ted Reed,Paperback,7.78,,4.7,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Project 111 (Cris De Niro  Book 4),Arts & Photography,23-Jan-13,by Gerard de Marigny and Lisa de Marigny,Paperback,17.99,,4.5,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
Nothing So Glorio (Cris De Niro  Book 5),Arts & Photography,14-Jan-14,by Gerard de Marigny,Paperback,17.99,,5,https://www.amazon.com/s/ref=sr_pg_54?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Ck%3Abook&page=54&d=1&keywords=book&ie=UTF8&qid=1518105150
The World Atlas of Street Art and Graffiti,History & Criticism,3-Sep-13,by Rafael Schacter and John Fekner,Hardcover,26.95,35,4.5,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
Pharrell: Places and Spaces I've Been,History & Criticism,16-Oct-12,by Pharrell Williams and Jay-Z,Hardcover,33.11,55,4.5,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
Vitamin P3: New Perspectives in Painting,History & Criticism,24-Oct-16,by Phaidon Editors,Hardcover,47.56,69.95,3.5,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
American Art and Architecture (World of Art),History & Criticism,26-Jun-06,by Michael J. Lewis,Paperback,15.1,18.95,3,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
How to Write About Contemporary Art,History & Criticism,14-Oct-14,by Gilda Williams,Paperback,18.13,24.95,4.1,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
Sexual Personae: Art and Decadence from Nefertiti to Emily Dickinson,History & Criticism,20-Aug-91,by Camille Paglia,Paperback,16.21,21,4.1,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
Writing the Breakout Novel: Insider Advice for Taking Your Fiction to the Next Level,History & Criticism,2002,by Donald Maass,Paperback,14.66,16.99,4.4,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
Making and Breaking the Grid: A Graphic Design Layout Workshop,History & Criticism,1-May-05,by Timothy Samara,Paperback,14,28,4.1,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
Learn to Paint People Quickly (Learn Quickly),History & Criticism,7-Mar-17,by Hazel Soan,Hardcover,12.58,14.95,4.2,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
The East German Handbook,History & Criticism,19-Dec-17,by Jtinian Jampol,Hardcover,39.98,,5,https://www.amazon.com/s/ref=sr_pg_47?fst=as%3Aoff&rh=n%3A283155%2Cn%3A1%2Cn%3A1064%2Ck%3Abook&page=47&keywords=book&ie=UTF8&qid=1518105161
